Lemma;s.Genitiv;es.Genitiv
Informationsverarbeitungsansatz;0;1
Informationszeitpunkt;0;1
Informationüberfluss;0;1
Infotext;0;1
Infrastrukturdienst;0;1
Inhaltverzeichniss;0;1
Initiativtext;0;1
Inkareich;0;1
Inkarnationsrad;0;1
Inklusionsbeirat;0;1
Inklusionsverständniss;0;1
Inlandeis;0;1
Inlandgeheimdienst;0;1
Innenbereich;0;1
Innendienst;0;1
Innenstadtgebiet;0;1
Innovationsauftrag;0;1
Innovationskongress;0;1
Innovationspreis;0;1
Innovationsprojekt;0;1
Innovationsprozess;0;1
Insektenschutz;0;1
Insel-Verlag;0;1
Inselbetrieb;0;1
Installations-Knopf;0;1
Installationsabbild;0;1
Installationspfad;0;1
Installationsprozess;0;1
Installationsverzeichniss;0;1
Institutssatz;0;1
Integrationsdiskurs;0;1
Integrationskonzept;0;1
Integrationsverantwortungsgesetz;0;1
Intelligenzblatt;0;1
Interessensverband;0;1
Internet-Auktionshaus;0;1
Internet-Dienstag;0;1
Internetdienst;0;1
Internetdorf;0;1
Internetei;0;1
Internetkurs;0;1
Internetpreis;0;1
Internett-Anschluss;0;1
Internettelefoniedienst;0;1
Internetz-Zugang;0;1
Internetzugangserschwerungsgesetz;0;1
Interviewtext;0;1
Investitionsprojekt;0;1
Irdisch;0;1
Ischiasnerv;0;1
Islamhass;0;1
Istzustand;0;1
Italienfeldzug;0;1
Italienzug;0;1
JF-Aufsatz;0;1
Jacob-Grimm-Preis;0;1
Jagdgott;0;1
Jagdhaus;0;1
Jagdschein;0;1
Jagdverbot;0;1
Jahreskonzernabschluss;0;1
Jahreskreis;0;1
Jahreslauf;0;1
Jahresrad;0;1
Jahresstart;0;1
Jahresverlauf;0;1
Jahrhundertbuch;0;1
Jahrhundertvertrag;0;1
Jahrhundertwerk;0;1
Jahrmarkt;0;1
Jakobweg;0;1
Jakominiplatz;0;1
Jammertal;0;1
Januartag;0;1
Jatoba-Holz;0;1
Jazzfest;0;1
Jazztanz;0;1
Johannisfest;0;1
Jordantal;0;1
Journalistenausweis;0;1
Journalistenverband;0;1
Journalistinnenbund;0;1
Journalistinnenkongress;0;1
Jubiläums-Bibliothekartag;0;1
Jubiläumsbier;0;1
Jubiläumsfilm;0;1
Juckreiz;0;1
Jugendausschuss;0;1
Jugendfreiwilligendienst;0;1
Jugendfreund;0;1
Jugendgemeinderat;0;1
Jugendhaus;0;1
Jugendhaushalt;0;1
Jugendhilfeprojekt;0;1
Jugendmedien-Staatsvertrag;0;1
Jugendmedienstaatsvertrag;0;1
Jugendtraum;0;1
Jugendwerk;0;1
Jugendwunsch;0;1
Jugendzeltplatz;0;1
Jugoslawien-Krieg;0;1
Juli-Beschluss;0;1
Juliputsch;0;1
Jungendamt;0;1
Jungfernflug;0;1
Jungmann;0;1
Jungmädelbund;0;1
Juristenverband;0;1
Jury-Einverständniss;0;1
Juso-Bezirk;0;1
Justizapparat;0;1
Kabelschacht;0;1
Kabinettsbeschluss;0;1
Kaffeestand;0;1
Kaiserhaus;0;1
Kaloriengehalt;0;1
Kammhelm;0;1
Kampar-Fluss;0;1
Kampfhund;0;1
Kampfmittel-Räumdienst;0;1
Kampfplatz;0;1
Kampfschauplatz;0;1
Kampftanz;0;1
Kampfwolf;0;1
Kanalnetz;0;1
Kanalwanderweg;0;1
Kanonenschuss;0;1
Kanzlerfeld;0;1
Kapitalreproduktionsprozess;0;1
Kapitalverwertungsprozess;0;1
Kapitulationsjahr;0;1
Kapp-Putsch;0;1
Karaoke-Besuch;0;1
Karma-Begriff;0;1
Karnevalauftakt;0;1
Karnevalsumzug;0;1
Karottensaft;0;1
Kartellgesetz;0;1
Kartellrechtsverstoß;0;1
Kartellverband;0;1
Kartellvertrag;0;1
Kartendienst;0;1
Kartenhaus;0;1
Kartenpreis;0;1
Kartoffelauflauf;0;1
Kartoffelkraut;0;1
Kartoffelsalat;0;1
Kartoffelstock;0;1
Kassettenabspielgerät;0;1
Katalogtext;0;1
Katastrophen-Kapitalismus-Komplex;0;1
Katzenbestand;0;1
Katzenbild;0;1
Katzentier;0;1
Kauapparat;0;1
Kauferlös;0;1
Kaufland-Markt;0;1
Kaufprozess;0;1
Kaukasus-Konflikt;0;1
Kaukasus-Staat;0;1
Kegelstumpf;0;1
Kehl-Vortrag;0;1
Kehlkopf;0;1
Kellerraum;0;1
Kellerwald;0;1
Kerlas-Stab;0;1
Kernkraftprojekt;0;1
Kernland;0;1
Kernobstgewächs;0;1
Kernplatz;0;1
Kettenblitz;0;1
Kettenbrief;0;1
Kettenhemd;0;1
Kettenschutz;0;1
Kibbuz-Sportplatz;0;1
Kieferknochen-Rand;0;1
Kiefernbruch;0;1
Kieswerk;0;1
Kiezbündniss;0;1
Kiezspaziergang;0;1
Kinder-Krankenhaus;0;1
Kinderbauernhof;0;1
Kinderbetreuungsgeld;0;1
Kinderchor;0;1
Kindergartenfreund;0;1
Kindergeburtstag;0;1
Kinderheim;0;1
Kinderkrankenhaus;0;1
Kinderlied;0;1
Kindernotdienst;0;1
Kinderpornoversteckgesetz;0;1
Kinderprojekt;0;1
Kinderrecht;0;1
Kinderregelsatz;0;1
Kindersitz;0;1
Kindertag;0;1
Kindheitstraum;0;1
Kinokarteneintrittspreis;0;1
Kinsey-Institut;0;1
Kioskmann;0;1
Kirchen-Oberhaupt;0;1
Kirchenanwalt;0;1
Kirchenbund;0;1
Kirchenchor;0;1
Kirchendach;0;1
Kirchenfragment;0;1
Kirchengemeindeverband;0;1
Kirchengesetz;0;1
Kirchenjahr;0;1
Kirchenlied;0;1
Kirchenschatz;0;1
Kirchenverständniss;0;1
Kirschbaum;0;1
Kita-Eigenbetrieb;0;1
Kitaeigenbetrieb;0;1
Klacks;0;1
Klageschriftsatz;0;1
Klamottendieb;0;1
Klang-Fühl-Erlebniss;0;1
Klangbild;0;1
Klangerlebniss;0;1
Klanggemisch;0;1
Klartext-Prozess;0;1
Klartext;0;1
Klassengegensatz;0;1
Klassenhaustier;0;1
Klassenkontext;0;1
Klassensatz;0;1
Klassenverhältniss;0;1
Klassenvorstand;0;1
Klatsch;0;1
Klausurenkurs;0;1
Klebeband;0;1
Klebreis;0;1
Kleidungskodex;0;1
Kleidungstück;0;1
Klein-Kind;0;1
Kleingartenpachtvertrag;0;1
Kleingeld;0;1
Kleingärtneralltag;0;1
Kleinstaat;0;1
Kleinstadtrathaus;0;1
Klettergerüst;0;1
Klicksafe-Projekt;0;1
Klickverhältniss;0;1
Klima-Bündniss;0;1
Klimapass;0;1
Klimaprozess;0;1
Klimaschutzprojekt;0;1
Klingelschild;0;1
Klinikhochhaus;0;1
Klinikumausschuss;0;1
Klonkrieg;0;1
Klops;0;1
Klosterberg;0;1
Klosterbesitz;0;1
Klosterkomplex;0;1
Klärgas;0;1
Klärwerk;0;1
Knef-Buch;0;1
Kneipengast;0;1
Knickfuß;0;1
Knicks;0;1
Kniestock;0;1
Knochenkamm;0;1
Knopfloch;0;1
Ko-Kreis;0;1
Koalitions-Lobbyverband;0;1
Koalitionsprogramm;0;1
Kochjournal;0;1
Kochrezept;0;1
Kochtopf-Kochbuch;0;1
Kochtopf;0;1
Kochverständniss;0;1
Kochwein;0;1
Kofferverschluss;0;1
Kofferwort;0;1
Kohle-Land;0;1
Kohlendioxid-Ausstoß;0;1
Kohlkraftwerk;0;1
Kohlmarkt;0;1
Kohlrabirezept;0;1
Kokusfett;0;1
Kolonialgebiet;0;1
Kolonialherrenhaus;0;1
Kolonialstaat;0;1
Kolonialvolk;0;1
Koloss;0;1
Kombi-Funksatz;0;1
Kombi-Gerät;0;1
Kombilohn;0;1
Komensky-Schulverein;0;1
Komik-Verständniss;0;1
Komikfreund;0;1
Kommentardienst;0;1
Kommerzialisierungsdruck;0;1
Kommerzialisierungskurs;0;1
Kommissionsbericht;0;1
Kommunalabgabengesetz;0;1
Kommunikationsnetzwerk;0;1
Kommunikationsvorgang;0;1
Kompensationsbedarf;0;1
Kompetenzbereich;0;1
Kompott;0;1
Kondolenzbuch;0;1
Konferenzbericht;0;1
Konferenzbeschluss;0;1
Konferenzgespräch;0;1
Konferenzsaal;0;1
Konferenztisch;0;1
Konferenzverbund;0;1
Kongo-Fluss;0;1
Konkurrenzblatt;0;1
Konrad-Adenauer-Haus;0;1
Kontakt-Markt;0;1
Kontingenzspielraum;0;1
Kontrollbedürfniss;0;1
Kontrollstaat;0;1
Konvergenzkongress;0;1
Konversations-Netz;0;1
Konzerthallen-Konflikt;0;1
Konzerthallen-Neubau;0;1
Kooperationsnetzwerk;0;1
Koordinierungskreis;0;1
Kopf-Bahnhof-Konzept;0;1
Kopfhaar;0;1
Kopfhintergrund;0;1
Kopfhöreranschluss;0;1
Kopfhörermarkt;0;1
Korantext;0;1
Kork-Referat;0;1
Kornfeld;0;1
Kornkreis;0;1
Korrekturleseauftrag;0;1
Kortex;0;1
Kosten-Nutzen-Verhältniss;0;1
Kostenblatt;0;1
Kostenvorschuss;0;1
Kraang-Such-Raumschiff;0;1
Kraftfahrliniengesetz;0;1
Kraftfahrtbundesamt;0;1
Kraftfeld;0;1
Kraftort;0;1
Kraftstoffabsatz;0;1
Kraftstoffverbrauch;0;1
Krakenhaus;0;1
Krakenmann;0;1
Kranhaus;0;1
Krankenbett;0;1
Krankengeld;0;1
Krankenhausbett;0;1
Krankenhauskomplex;0;1
Krankentransportdienst;0;1
Krankentransport;0;1
Krankheitsgrund;0;1
Krankheitsprozess;0;1
Krankheitsverständniss;0;1
Kraterrand;0;1
Kratzfuß;0;1
Kraul-Schwimmkurs;0;1
Kreativ-Schreiben-Kurs;0;1
Kreativkreis;0;1
Krebsnetzwerk;0;1
Kreditinstitut;0;1
Kreditkartenmissbrauch;0;1
Kreidekreuz;0;1
Kreis-Jugendhilfeausschuss;0;1
Kreisfeuerwehrverband;0;1
Kreisjugendamt;0;1
Kreiskrankenhaus;0;1
Kreisrat;0;1
Kreissaal;0;1
Kreisschwimmverband;0;1
Kreissportbund;0;1
Kreisverkehr;0;1
Kreuzbein;0;1
Kreuzesbaum;0;1
Kreuzfest;0;1
Kreuzprodukt;0;1
Kreuztod;0;1
Kreuzzug;0;1
Kriegsschiff;0;1
Kriegsvölkerrecht;0;1
Kriegszustand;0;1
Kriminaldauerdienst;0;1
Krisenjahr;0;1
Krisenstaat;0;1
Kritikschnellschuss;0;1
Kräftefeld;0;1
Krähennest;0;1
Krähenwald;0;1
Krümelpunkt;0;1
Kulinarisch;0;1
Kult-Adventur;0;1
Kulturamt;0;1
Kulturgast;0;1
Kulturhauptstadt-Projekt;0;1
Kulturhund;0;1
Kulturkrieg;0;1
Kulturland;0;1
Kulturprodukt;0;1
Kulturprojekt;0;1
Kulturpunkt;0;1
Kulturstadtrat;0;1
Kulturtag;0;1
Kulturverständniss;0;1
Kulturzeit-Beitrag;0;1
Kundenstamm;0;1
Kunst-Kulturprojekt;0;1
Kunstharz;0;1
Kunstpreis;0;1
Kunstprodukt;0;1
Kunststück;0;1
Kunstverständniss;0;1
Kuppelkreuz;0;1
Kurhaus;0;1
Kursangebot;0;1
Kurshalbjahr;0;1
Kurzbesuch;0;1
Kurzmitteilungs-Dienst;0;1
Kurzmitteilungsnetzwerk;0;1
Kurztext;0;1
Kurzvortrag;0;1
Kältebuss;0;1
Kämmereiamt;0;1
Kärntenjournaltext;0;1
Käselaib;0;1
Käseland;0;1
Käseschaum;0;1
Königsforst;0;1
Königspaar;0;1
Körperbild;0;1
Körpergrab;0;1
Körperkriegsschauplatz;0;1
Körperschaftsteuergesetz;0;1
Körperschmuck;0;1
Küchentuch;0;1
Kühlhaus;0;1
Kühlturm;0;1
Kündigungsgrund;0;1
Künstlersozialabgabesatz;0;1
Kürbisfeld;0;1
Kürbisfest;0;1
LED-Band;0;1
LKW-Transitverbot;0;1
LWB-Weltdienst;0;1
Lack;0;1
Ladegerät;0;1
Ladenkonzept;0;1
Ladenschlussgesetz;0;1
Ladenöffnungsgesetz;0;1
Ladi;0;1
Ladschaftsverband;0;1
Lagebericht;0;1
Lagerhaus;0;1
Lagerwahlkampf;0;1
Lagerwiderstand;0;1
Laienverteidigungsnetzwerk;0;1
Landbeschaffungsgesetz;0;1
Landesarbeitskreis;0;1
Landesdenkmalamt;0;1
Landesentwicklungsgesetz;0;1
Landesentwicklungsplan;0;1
Landesfachausschuss;0;1
Landesfachtag;0;1
Landesfluss;0;1
Landesgesetz;0;1
Landesintegrationsrat;0;1
Landesjugendamt;0;1
Landeslehrerdienstgesetz;0;1
Landesnetzwerk;0;1
Landesnichtraucherschutzgesetz;0;1
Landesschulamt;0;1
Landesverfassungsschutzamt;0;1
Landesverwaltungsamt;0;1
Landgasthaus;0;1
Landgut;0;1
Landheim;0;1
Landkonflikt;0;1
Landnahmevorgang;0;1
Landschaftsplan;0;1
Landschaftsverband;0;1
Landschulgesetz;0;1
Landsitz;0;1
Langsax;0;1
Langzeitgedächtniss;0;1
Last-Minute-Geschenk;0;1
Lastausgleich;0;1
Laubmoos;0;1
Laufgott;0;1
Laufschuh;0;1
Laufzeitjahr;0;1
Lavant-Bild;0;1
Lavastrom;0;1
Lean-Konzept;0;1
Lebensabschnitt;0;1
Lebensborn-Projekt;0;1
Lebensdienst;0;1
Lebenshaus;0;1
Lebensmittelfuttermittelgesetzbuch;0;1
Lebensmittelgeschäft;0;1
Lebensplan;0;1
Lebensprojekt;0;1
Lebensrad;0;1
Lebenstil;0;1
Lebensverständniss;0;1
Lebermoos;0;1
Leergut;0;1
Leerlauf;0;1
Leerstandsbericht;0;1
Legalwaffenbesitz;0;1
Lehmanns-Preis;0;1
Lehmhaus;0;1
Lehrausgang;0;1
Lehrbereich;0;1
Lehrbuch-Aufsatz;0;1
Lehrer-Schüler-Verhältniss;0;1
LehrerInnentisch;0;1
Lehreralltag;0;1
Lehrerehepaar;0;1
Lehrereinsatz;0;1
Lehrernachwuchs;0;1
Lehrertisch;0;1
Lehrerverein;0;1
Lehrkrankenhaus;0;1
Lehrpfad;0;1
Lehrreich;0;1
Lehrverhältniss;0;1
Lehrvertrag;0;1
Lehrwerk;0;1
Leichenfund;0;1
Leichtathletik-Startblock;0;1
Leichtathletik-Verband;0;1
Leierbaukurs;0;1
Leihausweis;0;1
Leihtuch;0;1
Leihvertrag;0;1
Leine-Radwanderweg;0;1
Leistungsbescheid;0;1
Leistungsdruck;0;1
Leistungskurs;0;1
Leistungsschutz;0;1
Leistungsschutzgeld;0;1
Leistungsverzeichniss;0;1
Leitkatalog;0;1
Leitsatz;0;1
Leitstand;0;1
Leitwolf;0;1
Lektürekurs;0;1
Lenkungskreis;0;1
Lenzer-Bach;0;1
Leonhard-Frank-Archiv;0;1
Lernanlass;0;1
Lernergebniss;0;1
Lernformat;0;1
Lernmoment;0;1
Lerntagesbuch;0;1
Lernweg;0;1
Lernzuwachs;0;1
Leseanreiz;0;1
Lesefest;0;1
Lesefortschritt;0;1
Lesekonzept;0;1
Leseort;0;1
Leserrat;0;1
Lesetext;0;1
Leseverständniss;0;1
Lessingplatz;0;1
Lexikon-Programm;0;1
Libanon-Einsatz;0;1
Liberalitätsverständniss;0;1
Libération-Gastbeitrag;0;1
Lichtbildschutz;0;1
Lichterfest;0;1
Lichtermeer;0;1
Lichtertanz;0;1
Lichtschiff;0;1
Lichtsättigungsbereich;0;1
Lichttag;0;1
Lid;0;1
Lidl-Supermarkt;0;1
Liebesbrief;0;1
Liebesfluss;0;1
Liebesgebot;0;1
Liebesverhältniss;0;1
Liebieghaus;0;1
Lieblingsgroßmarkt;0;1
Lieblingshund;0;1
Lieblingskinderbuch;0;1
Lieblingsobst;0;1
Lieblingsprodukt;0;1
Lieblingssohn;0;1
Lieblingsstoff;0;1
Lieblingstelefon;0;1
Liedermacher-Kongress;0;1
Liedgut;0;1
Lifestyle-Firlefanz;0;1
Lightning-Anschluss;0;1
Lightpainting-Projekt;0;1
Lindenberg;0;1
Linienschiff;0;1
Linienspiellehrgang;0;1
Linken-Parteivorstand;0;1
Linksbündniss;0;1
Linux-Block;0;1
Lippenbekenntniss;0;1
Listenpreis;0;1
Listenvorschlag;0;1
Literatupreis;0;1
Literatur-Nobelpreis;0;1
Literaturbegriff;0;1
Literaturfreund;0;1
Literaturhinweis;0;1
Literaturjahr;0;1
Literaturverwaltungsprogramm;0;1
Literpreis;0;1
Lizenz-Text;0;1
Lizenzhinweis;0;1
Lizenzrecht;0;1
Lizenzverstoß;0;1
Lobbyistenverband;0;1
Loblied;0;1
Lobpreis;0;1
Lochbach;0;1
Logbuchprojekt;0;1
Logenraum;0;1
Logitech-Produkt;0;1
Lohnabschluss;0;1
Lohnanstandsgebot;0;1
Lohnzuwachs;0;1
Loire-Schloss;0;1
Lokalisationdienst;0;1
Lokschaden-Zug;0;1
Lordi-Sieg;0;1
Lot;0;1
Luchsprojekt;0;1
Lufthauch;0;1
Luftröhrenschnitt;0;1
Luftverkehrsgesetz;0;1
Luhmann-Bild;0;1
Lummerland;0;1
Lärmschutzkonzept;0;1
Läuferparkplatz;0;1
Löffelspiel;0;1
Löschantrag;0;1
Löschturm;0;1
Löschungswunsch;0;1
Lösungssatz;0;1
Lösungswort;0;1
MA-Programm;0;1
MDR-Literaturpreis;0;1
MOPS-Fall;0;1
MP3-Format;0;1
Mabira-Regenwald;0;1
Mac-Gerät;0;1
MacStori;0;1
Machtanspruch;0;1
Machtverlust;0;1
Machtzuwachs;0;1
Madelein;0;1
Madonna-Hass;0;1
Mafiaboss;0;1
Magenbrot;0;1
Magnus-Effekt;0;1
Mahagonitisch;0;1
Mahnbescheid;0;1
Mai-Baum;0;1
Mai;0;1
Mail-Text;0;1
Mailboxanruf;0;1
Maildienst;0;1
Mailformular;0;1
Mailing-Dienst;0;1
Mailtext;0;1
Main-Tal-Radweg;0;1
Main-Tauber-Kreis;0;1
Mainstreammaulkorb;0;1
Maispollenflug;0;1
Maissaatgut;0;1
Malbuch;0;1
Malefizhaus;0;1
Malstift;0;1
Managementplan;0;1
Managementprogramm;0;1
Mandantenschutz;0;1
Mandatsauftrag;0;1
Mandatsverzicht;0;1
Mandelbaum;0;1
Mangrovenwald;0;1
Mann-Frau-Paar;0;1
Mannweib;0;1
Manor-Krankenhaus;0;1
Mariannenplatz;0;1
Marineleichtgeschütz;0;1
Marinestandort;0;1
Markenprodukt;0;1
Markenschutzrecht;0;1
Markenwert;0;1
Marketingansatz;0;1
Marktergebniss;0;1
Marktstaat;0;1
Martinsturm;0;1
Marx-Text;0;1
Maschendrahtzaun;0;1
Maschinenkopf;0;1
Massenaufwurf;0;1
Massenblatt;0;1
Massensieg;0;1
Master-Abschluss;0;1
Master-Kennwort;0;1
Mast;0;1
Materialeinsatz;0;1
Materialfluss;0;1
Materialverlust;0;1
Mathekurs;0;1
Mathematikbuch;0;1
Maturaprojekt;0;1
Mauerstück;0;1
Maximalverbrauch;0;1
Maya-Volk;0;1
Mayavolk;0;1
Maßband;0;1
Maßnahmenkatalog;0;1
Mediendienst;0;1
Medienformat;0;1
Medienkongress;0;1
Medienkonzept;0;1
Medienmarkt;0;1
Mediennetz;0;1
Medienverband;0;1
Medienverbandsmitglied;0;1
Medizin-Nobelpreis;0;1
Medizinmann;0;1
Medizinprodukterecht;0;1
Medizinstudienplatz;0;1
Meereeis;0;1
Meeresarm;0;1
Meeresbereich;0;1
Meeresbundesamt;0;1
Meeresfisch;0;1
Meeresgrund;0;1
Meeresschutzgebiet;0;1
Meeresspiegelanstieg;0;1
Meerfeensohn;0;1
Meermann-Klotz;0;1
Meersalz;0;1
Mega-Kaffeehaus;0;1
Mega-Markt;0;1
Megaphon-Verbot;0;1
Mehlgewicht;0;1
Mehraufwand;0;1
Mehrfachplatz;0;1
Mehrfamilien-Wohnprojekt;0;1
Mehrheitsentscheid;0;1
Meistergrad;0;1
Melderechtsrahmengesetz;0;1
Memory-Spiel;0;1
Mensch-Natur-Verhältniss;0;1
Mensch-Tier-Verhältniss;0;1
Menschbild;0;1
Menschenkind;0;1
Menschenkonstrukt;0;1
Menschenrechtsansatz;0;1
Menschenrechtsbeirat;0;1
Menschenrechtsstab;0;1
Menschenstamm;0;1
Menschenverstand;0;1
Menschenwürdeschutz;0;1
Menschheitsbeginn;0;1
Menüplan;0;1
Merkur-Supermarkt;0;1
Merowingerreich;0;1
Merz-Buch;0;1
Merz-Verlag;0;1
Messbereich;0;1
Messenger-Dienst;0;1
Messestand;0;1
Messnerhaus;0;1
Messraum;0;1
Metallband;0;1
Metallpigment;0;1
Metallring;0;1
Metropolprojekt;0;1
Meßvorgang;0;1
Mieterbund;0;1
Miethaus;0;1
Mietrechtsänderungsgesetz;0;1
Mietreis;0;1
Mietspiegel-Mittelwert;0;1
Mietspiegelbestand;0;1
Migrantenkind;0;1
Migrationsprojekt;0;1
Mikrokreditmarkt;0;1
Milcheinschuss;0;1
Milchindustrieverband;0;1
Milchverband;0;1
Milgram-Effekt;0;1
Milieudezernat;0;1
Milieuschutzgebiet;0;1
Militärbündniss;0;1
Militärflugplatz;0;1
Militärhaushalt;0;1
Militärkrankenhaus;0;1
Militärmarsch;0;1
Militärplatz;0;1
Militärtransport;0;1
Milliarden-Projekt;0;1
Milliarden-Umsatz;0;1
Milliardengrab;0;1
Millionendorf;0;1
Milzbrand-Todesfall;0;1
Minderheitenschutz;0;1
Mindestabstand;0;1
Mindestregelsatz;0;1
Mindestverdienst;0;1
Mindmapping-Prozess;0;1
Minenfeld;0;1
Mineralölwirtschaftsverband;0;1
Mini-Bild;0;1
Ministerialrat;0;1
Ministerpräsidentenamt;0;1
Minutenglas;0;1
Minutenpreis;0;1
Minzzweig;0;1
Mischwald;0;1
Mischwerk;0;1
Missbrauchserlebniss;0;1
Missionsgebiet;0;1
Misstrauensantrag;0;1
Mist;0;1
Mitarbeiterausweis;0;1
Mitarbeiterstab;0;1
Mitarbeiterwahlgesetz;0;1
Mitgeschöpf;0;1
Mitgliederschwund;0;1
Mitgliedsjahr;0;1
Mitmachnetz;0;1
Mittagsschlaf;0;1
Mittel-Zweck-Verhältniss;0;1
Mittelaltermarkt;0;1
Mittelalterrocktag;0;1
Mittelstufenkurs;0;1
Mitternachtsberg;0;1
Mobilfunkgerät;0;1
Mobilfunkumsatz;0;1
Mobilgerät;0;1
Mobiltelefonnetz;0;1
Mode-Schwerpunkt;0;1
Modehaus;0;1
Modekaufhaus;0;1
Modellentwurf;0;1
Moderatorenkind;0;1
Modernisierungsprozess;0;1
Moderpilz;0;1
Mogulreich;0;1
Monatslauf;0;1
Mond-Programm;0;1
Monitorfuß;0;1
Monitoringausschuss;0;1
Monitorsbild;0;1
Monopolbetrieb;0;1
Monster-Atomtransport;0;1
Monster-Kürbiss;0;1
Montageprozess;0;1
Montessori-Kinderhaus;0;1
Mordversuch;0;1
Morgenbad;0;1
Morgenland;0;1
Morgenthau-Plan;0;1
Moritzplatz;0;1
Motorengeräusch;0;1
Mottotag;0;1
Mozart-Jahr;0;1
Muffinblech;0;1
Multimedia-Objekt;0;1
Multimediaknopf;0;1
Mundschutz;0;1
Munitionsräumdienst;0;1
Murgtal;0;1
Murmeltier;0;1
Museumsfest;0;1
Museumskonzept;0;1
Museumsraum;0;1
Museumsteil;0;1
Museumsverband;0;1
Musical-Erfolg;0;1
Musik-Dienst;0;1
Musik-Grundkurs;0;1
Musikbestand;0;1
Musikdownloadmarkt;0;1
Musikfreund;0;1
Musikjahr;0;1
Musikmarkt;0;1
Musikpreis;0;1
Musikprojekt;0;1
Musikumsatz;0;1
Musikverband;0;1
Musikwerk;0;1
Muslimrat;0;1
Musteransatz;0;1
Mutterhaus;0;1
Mutterschutz;0;1
Muttertier;0;1
Mystery-Ansatz;0;1
Mädchengrab;0;1
Männertanz;0;1
Märchenbuch;0;1
Märchenland;0;1
Möglichkeitsfeld;0;1
Möhren-Salat;0;1
Möhrensalat;0;1
Mücken-Festmal;0;1
Mühlrad;0;1
Mülltonnenbrand;0;1
Münsterhof;0;1
Münstertal;0;1
Münzfund;0;1
Münzgeld;0;1
Müttergenesungswerk;0;1
N-Wort;0;1
NABU-Bundesfachausschuss;0;1
NABU-Dachverband;0;1
NABU-Projekt;0;1
NABU-Vorsitz;0;1
NAS-Standort;0;1
NATO-Abwehrschild;0;1
NATO-Aggressionsbündniss;0;1
NATO-Einmarsch;0;1
NDR-Rundfunkrat;0;1
NFC-Einsatz;0;1
NPD-Antrag;0;1
NPD-Bundesparteitag;0;1
NPD-Bundesvorstand;0;1
NPD-Landesverband;0;1
NPD-Stammtisch;0;1
NS-Aufhebungsgesetz;0;1
NS-Mütterdienst;0;1
NS-Versand;0;1
NS-Wirtschaftsprogramm;0;1
NSU-Untersuchungsausschuss;0;1
Nachbarhof;0;1
Nachbarkreis;0;1
Nachbarort;0;1
Nachbarstaat;0;1
Nachdenkprozess;0;1
Nachlassgericht;0;1
Nachmittagsunterricht;0;1
Nachrichten-Netzwerk;0;1
Nachrichtenaustausch;0;1
Nachrichtenempfang;0;1
Nachtdienst;0;1
Nachtflugverbot;0;1
Nachtprogramm;0;1
Nachttisch;0;1
Nachttopf;0;1
Nachvollzug;0;1
Nachwuchs-Preis;0;1
Nackenschutz;0;1
Nagelkreuz;0;1
Nahauftrag;0;1
Naherholungsgebiet;0;1
Nahgedächtniss;0;1
Nahrungsmittelmarkt;0;1
Nahrungsnetz;0;1
Namenmissverständniss;0;1
Namensschild;0;1
Namenstanz;0;1
Nano-Dialog;0;1
Nationalpreis;0;1
Nationsbegriff;0;1
Nato-Mann;0;1
Natternkopf;0;1
Naturereigniss;0;1
Naturgeist;0;1
Naturschatz;0;1
Natursteingeschäft;0;1
Naturvolk;0;1
Navigationsdienst;0;1
Nazivergleich;0;1
Nebenberuf;0;1
Nebenfachstudiengang;0;1
Nebensatz;0;1
Nebenverdienst;0;1
Negativpreis;0;1
Neroli-Baum;0;1
Nervenarzt;0;1
Nestlé-Aufsichtsrat;0;1
Netiquette-Verstoss;0;1
Netto-Verkaufspreis;0;1
Nettowerbeumsatz;0;1
Netzbereich;0;1
Netzgebiet;0;1
Netzplatz;0;1
Netzsegment;0;1
Netzsperrengesetz;0;1
Netzvolk;0;1
Netzwerkdurchsatz;0;1
Neuansatz;0;1
Neuanschluss;0;1
Neubaugebiet;0;1
Neubauklotz;0;1
Neubaupreis;0;1
Neujahr;0;1
Neujahrsfest;0;1
Neujahrskonzert;0;1
Neumond;0;1
Neuron-Projekt;0;1
Neuronennetz;0;1
Neutralitätsgesetz;0;1
Nicht-Ort;0;1
Nichteinhalt;0;1
Nichteinmischungsgesetz;0;1
Nichtexistenzbeweis;0;1
Nichtkontakt;0;1
Nichtkrieg;0;1
Nichtmehrkleinkind;0;1
Nichtstaatswald;0;1
Niddatal;0;1
Niedersachsenhaus;0;1
Niederschlag;0;1
Niedrigenergiehaus;0;1
Niemandsland;0;1
Nierensaft;0;1
Nietzsche-Kongress;0;1
Nikolaustag;0;1
Nikotingenuss;0;1
Ninjakampf;0;1
Nonsens-Lied;0;1
Nord-Ost-Europa-Schwerpunkt;0;1
Nord-Süd-Dach;0;1
Nord-Süd-Verkehrsstrom;0;1
Norddamm;0;1
Nordfundament;0;1
Nordlicht;0;1
Nordosttor;0;1
Nordpunkt;0;1
Nordreich;0;1
Nordtrakt;0;1
Nordturm;0;1
Nordwind;0;1
Normalarbeitsverhältniss;0;1
Normenkontrollrat;0;1
Notarzteinsatz;0;1
Notfall-Ausweis;0;1
Nothalteknopf;0;1
Notizbuch-Baum;0;1
Notizbucheintrag;0;1
Notnetz;0;1
Novak-Lied;0;1
Nudelglas;0;1
Nummerntausch;0;1
Nussbrei;0;1
Nutzen-Kosten-Verhältniss;0;1
Nutzungsbereich;0;1
Nutzungsvertrag;0;1
OBI-Markt;0;1
